region id,original country,city id,city,lat,lon,region,resources,neighbours,region link,zone_id,battle_start,current country,invader,invader allies,defender allies,battle url,invader points,defender points,war_type,div_1,epic_1,end_t_1,div_2,epic_2,end_t_2,div_3,epic_3,end_t_3,div_4,epic_4,end_t_4,div_air,epic_air,end_t_air
116,Mexico,277,Mexicali,32.6455704,-115.4453421,Baja,,"Northwest of Mexico, California",https://www.erepublik.com/en/main/region/Baja,11.0,1771153508.0,United Kingdom,USA,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870019,34.0,146.0,direct,37.5,0.0,,50.0,0.0,,100.0,0.0,,59.14,0.0,,62.33,0.0,
117,Mexico,278,Culiacan,24.8048499,-107.385498,Northwest of Mexico,Titanium,"Northeast of Mexico, Baja, Arizona, New Mexico, Pacific Coast of Mexico, Texas, California, Valley of Mexico",https://www.erepublik.com/en/main/region/Northwest-of-Mexico,9.0,1771150684.0,Mexico,USA,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870037,21.0,123.0,direct,37.5,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,45.97,0.0,
118,Mexico,582,Guadalajara,20.666667,-103.35,Pacific Coast of Mexico,Iron,"Valley of Mexico, Northwest of Mexico, Oaxaca",https://www.erepublik.com/en/main/region/Pacific-Coast-of-Mexico,,,Mexico,,,,,,,,,,,,,,,,,,,,,,
119,Mexico,279,Oaxaca,17.0833333,-96.75,Oaxaca,,"Valley of Mexico, Gulf of Mexico, Southeast of Mexico, Pacific Coast of Mexico",https://www.erepublik.com/en/main/region/Oaxaca,,,Mexico,,,,,,,,,,,,,,,,,,,,,,
120,Mexico,280,Veracruz,19.2,-96.13333,Gulf of Mexico,,"Oaxaca, Southeast of Mexico, Valley of Mexico, Northeast of Mexico",https://www.erepublik.com/en/main/region/Gulf-of-Mexico,,,Lithuania,,,,,,,,,,,,,,,,,,,,,,
121,Mexico,281,Campeche,18.931225,-90.2618068,Southeast of Mexico,,"Gulf of Mexico, Oaxaca, Caribe e Insular, Western Cuba, Las Villas",https://www.erepublik.com/en/main/region/Southeast-of-Mexico,2.0,1771154706.0,Mexico,Ireland,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870216,0.0,18.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,
122,Mexico,55,Monterrey,25.6732109,-100.309201,Northeast of Mexico,,"Northwest of Mexico, Texas, Valley of Mexico, Gulf of Mexico",https://www.erepublik.com/en/main/region/Northeast-of-Mexico,,,Portugal,,,,,,,,,,,,,,,,,,,,,,
123,Venezuela,282,Barinas,8.630485,-70.209908,Venezuelan Andean,,"Central Western Venezuela, Orinoquia, Andina, Zulian, Central Venezuela, Llanos",https://www.erepublik.com/en/main/region/Venezuelan-Andean,,,Romania,,,,,,,,,,,,,,,,,,,,,,
124,Venezuela,63,Caracas,10.491016,-66.902061,Venezuelan Capital,"Iron, Oil","North Eastern Venezuela, Llanos, Central Venezuela",https://www.erepublik.com/en/main/region/Venezuelan-Capital,,,Venezuela,,,,,,,,,,,,,,,,,,,,,,
125,Venezuela,283,Valencia (Venezuela),10.174127,-67.999815,Central Venezuela,"Clay, Wood, Limestone, Granite","Central Western Venezuela, Venezuelan Capital, Llanos, Venezuelan Andean",https://www.erepublik.com/en/main/region/Central-Venezuela,,,Venezuela,,,,,,,,,,,,,,,,,,,,,,
126,Venezuela,284,Barquisimeto,10.0636111,-69.3347222,Central Western Venezuela,,"Venezuelan Andean, Zulian, Central Venezuela, Oriente",https://www.erepublik.com/en/main/region/Central-Western-Venezuela,11.0,1771153563.0,United Arab Emirates,Venezuela,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870022,31.0,149.0,direct,50.0,0.0,,50.0,0.0,,45.65,0.0,,50.0,0.0,,100.0,0.0,
127,Venezuela,285,Puerto Ayacucho,5.665781,-67.634697,Guayana,,"Llanos, North of Brazil, Canary Islands, Azores, Amazonica, Orinoquia, North Eastern Venezuela",https://www.erepublik.com/en/main/region/Guayana,2.0,1771152544.0,Ukraine,Colombia,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870201,0.0,18.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,,0.0,0.0,
129,Venezuela,286,San Juan de Los Morros,9.901082,-67.354408,Llanos,,"North Eastern Venezuela, Venezuelan Capital, Guayana, Central Venezuela, Orinoquia, Venezuelan Andean",https://www.erepublik.com/en/main/region/Llanos,,,Portugal,,,,,,,,,,,,,,,,,,,,,,
130,Venezuela,287,Barcelona (Venezuela),10.1329999,-64.6919939,North Eastern Venezuela,"Deer, Sand, Magnesium","Llanos, Venezuelan Capital, Guayana",https://www.erepublik.com/en/main/region/North-Eastern-Venezuela,1.0,1771151662.0,Venezuela,Ukraine,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870241,0.0,0.0,direct,50.0,0.0,,50.0,0.0,,4.939999999999998,0.0,,83.43,0.0,,40.44,0.0,
131,Venezuela,288,Maracaibo,10.64504,-71.637154,Zulian,,"Central Western Venezuela, Andina, Caribe e Insular, Venezuelan Andean",https://www.erepublik.com/en/main/region/Zulian,,,USA,,,,,,,,,,,,,,,,,,,,,,
132,Ukraine,293,Uzhhorod,48.6208,22.287883,Subcarpathia,,"Eastern Slovakia, Galicia and Lodomeria, Maramures, Northern Great Plain, Little Poland, Northern Hungary, Bukovyna",https://www.erepublik.com/en/main/region/Subcarpathia,,,Latvia,,,,,,,,,,,,,,,,,,,,,,
133,Ukraine,292,Lviv,49.839683,24.029717,Galicia and Lodomeria,,"Little Poland, Bukovyna, Volhynia, Subcarpathia, Podolia",https://www.erepublik.com/en/main/region/Galicia-and-Lodomeria,2.0,1771155245.0,Ukraine,Latvia,Belgium,No Allies,https://www.erepublik.com/en/military/battlefield/870226,0.0,18.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,
134,Ukraine,296,Rivne,50.6199,26.251617,Volhynia,,"Galicia and Lodomeria, Polisia, Little Poland, Podolia, Brestskaya, Homelskaya",https://www.erepublik.com/en/main/region/Volhynia,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,
135,Ukraine,413,Zhytomyr,50.25465,28.658667,Polisia,,"Dnipro, Volhynia, Podolia, Siveria, Homelskaya",https://www.erepublik.com/en/main/region/Polisia,,,Ireland,,,,,,,,,,,,,,,,,,,,,,
136,Ukraine,294,Kamianets-Podilskyi,48.6833333,26.5833333,Podolia,,"Polisia, Bukovyna, Galicia and Lodomeria, Northern Basarabia, Transnistria, Bassarabia, Zaporozhia, Dnipro, Volhynia",https://www.erepublik.com/en/main/region/Podolia,3.0,1771152485.0,Ukraine,Netherlands,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870149,0.0,36.0,direct,30.0,0.0,,50.0,0.0,,41.67,0.0,,0.0,0.0,,35.790000000000006,0.0,
137,Ukraine,290,Chernivtsi,48.291683,25.935217,Bukovyna,,"Bucovina, Galicia and Lodomeria, Podolia, Maramures, Northern Basarabia, Subcarpathia",https://www.erepublik.com/en/main/region/Bukovyna,,,Egypt,,,,,,,,,,,,,,,,,,,,,,
138,Ukraine,234,Kyiv,50.4501,30.5234,Dnipro,,"Siveria, Sloboda, Polisia, Podolia, Zaporozhia",https://www.erepublik.com/en/main/region/Dnipro,1.0,1771151306.0,Australia,Ukraine,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870238,0.0,0.0,direct,0.0,0.0,,50.0,0.0,,42.86,0.0,,45.06,0.0,,43.77,0.0,
139,Ukraine,297,Chernihiv,51.4982,31.28935,Siveria,"Fish, Aluminum","Dnipro, Sloboda, Moscow and Central Russia, Central Black Earth, Polisia, Homelskaya",https://www.erepublik.com/en/main/region/Siveria,2.0,1771154645.0,Ukraine,Ireland,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870214,0.0,18.0,direct,16.67,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,,46.73,0.0,
140,Ukraine,289,Odessa,46.484583,30.7326,Bassarabia,,"Transnistria, Dobrogea, Southern Basarabia, Podolia, Zaporozhia, Taurida",https://www.erepublik.com/en/main/region/Bassarabia,1.0,1771151602.0,Republic of China (Taiwan),Ukraine,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870239,0.0,0.0,direct,33.33,0.0,,50.0,0.0,,41.38,0.0,,100.0,0.0,,42.42,0.0,
141,Ukraine,301,Zaporizhia,47.8388,35.139567,Zaporozhia,,"Donbas, Podolia, Sloboda, Dnipro, Bassarabia, Taurida",https://www.erepublik.com/en/main/region/Zaporozhia,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
142,Ukraine,298,Kharkiv,49.9935,36.230383,Sloboda,"Iron, Saltpeter, Aluminum, Oil","Central Black Earth, Siveria, Donbas, Dnipro, Zaporozhia",https://www.erepublik.com/en/main/region/Sloboda,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
143,Ukraine,299,Donetsk,48.015883,37.80285,Donbas,"Grain, Fruits, Cattle, Deer","North Caucasus, Sloboda, Zaporozhia, Central Black Earth, Taurida",https://www.erepublik.com/en/main/region/Donbas,,,Ukraine,,,,,,,,,,,,,,,,,,,,,,
144,Ukraine,302,Simferopol,44.948056,34.104167,Taurida,,"Donbas, Zaporozhia, North Caucasus, Black Sea Coast of Turkey, Varna, Bassarabia, Abkhazia, Dobrogea",https://www.erepublik.com/en/main/region/Taurida,1.0,1771151242.0,United Kingdom,Ukraine,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870234,0.0,0.0,direct,37.5,0.0,,50.0,0.0,,50.0,0.0,,35.11,0.0,,25.379999999999995,0.0,
146,Brazil,8,Brasilia,-15.7801482,-47.9291698,Center West of Brazil,,"Southeast of Brazil, Northeast of Brazil, North of Brazil, Paranena, Central East Chaco, Beni and Cochabamba, Santa Cruz, Parana and Santa Catarina",https://www.erepublik.com/en/main/region/Center-West-of-Brazil,,,Israel,,,,,,,,,,,,,,,,,,,,,,
147,Brazil,51,Manaus,-3.1064093,-60.0264297,North of Brazil,,"Center West of Brazil, Guayana, Canary Islands, Azores, Beni and Cochabamba, Pando, Southern Low Amazon, Northern Low Amazon, Amazonica, Northeast of Brazil",https://www.erepublik.com/en/main/region/North-of-Brazil,11.0,1771151105.0,Brazil,Portugal,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870011,41.0,139.0,direct,50.0,0.0,,50.0,0.0,,100.0,0.0,,58.32,0.0,,54.85,0.0,
148,Brazil,303,Salvador,-12.9703817,-38.512382,Northeast of Brazil,"Deer, Saltpeter","Center West of Brazil, North of Brazil, Southeast of Brazil, South West States",https://www.erepublik.com/en/main/region/Northeast-of-Brazil,,,Brazil,,,,,,,,,,,,,,,,,,,,,,
149,Brazil,42,Sao Paulo,-23.5475,-46.63611,Southeast of Brazil,"Fish, Iron","Center West of Brazil, Parana and Santa Catarina, Northeast of Brazil",https://www.erepublik.com/en/main/region/Southeast-of-Brazil,5.0,1771152185.0,Brazil,Israel,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870106,0.0,72.0,direct,27.269999999999996,0.0,,50.0,0.0,,50.0,0.0,,47.15,0.0,,4.349999999999994,0.0,
150,Brazil,304,Curitiba,-25.4283563,-49.2732515,Parana and Santa Catarina,"Grain, Fruits, Cattle, Deer","Southeast of Brazil, Mesopotamia, Rio Grande do Sul, Rio Grande do Sul, Paranena, Center West of Brazil, Northern Cape",https://www.erepublik.com/en/main/region/Parana-and-Santa-Catarina,9.0,1771149912.0,Brazil,Netherlands,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870040,26.0,120.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,36.8,0.0,,26.47,0.0,
151,Argentina,70,Buenos Aires,-34.6037232,-58.3815931,Pampas,"Iron, Saltpeter, Oil","Mesopotamia, Cuyo, Patagonia, Western Cape, Charrua, Argentine Northwest, South East Chaco, South South States",https://www.erepublik.com/en/main/region/Pampas,2.0,1771155310.0,Argentina,United Arab Emirates,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870223,0.0,18.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,
152,Argentina,305,San Miguel de Tucuman,-26.8082848,-65.2175903,Argentine Northwest,,"South East Chaco, Norte Grande, Norte Chico, Central East Chaco, Chuquisaca and Tarija, Bolivian Altiplano, Cuyo, Pampas",https://www.erepublik.com/en/main/region/Argentine-Northwest,,,Argentina,,,,,,,,,,,,,,,,,,,,,,
153,Argentina,256,Formosa,-26.185201,-58.1753697,South East Chaco,,"Mesopotamia, Argentine Northwest, Paranena, Central East Chaco, Pampas",https://www.erepublik.com/en/main/region/South-East-Chaco,6.0,1771151465.0,Indonesia,Argentina,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870076,21.0,69.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,99.95,0.0,,36.36,0.0,
154,Argentina,258,Corrientes,-27.4712257,-58.8395844,Mesopotamia,"Cobalt, Titanium, Wolfram","South East Chaco, Pampas, Parana and Santa Catarina, Rio Grande do Sul, Charrua, Paranena",https://www.erepublik.com/en/main/region/Mesopotamia,,,Argentina,,,,,,,,,,,,,,,,,,,,,,
155,Argentina,249,Mendoza,-32.890183,-68.8440498,Cuyo,,"Pampas, Patagonia, Norte Chico, Argentine Northwest, Zona Central",https://www.erepublik.com/en/main/region/Cuyo,,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
156,Argentina,251,Neuquen,-38.9524444,-68.0641389,Patagonia,"Grain, Fruits, Cattle, Deer","Cuyo, Pampas, Zona Central, Zona Sur, Zona Austral",https://www.erepublik.com/en/main/region/Patagonia,,,Argentina,,,,,,,,,,,,,,,,,,,,,,
157,Portugal,306,Lisbon,38.7252993,-9.1500364,Lisboa,"Fish, Fruits, Cattle, Deer","Alentejo, Centro, Madeira",https://www.erepublik.com/en/main/region/Lisboa,,,Portugal,,,,,,,,,,,,,,,,,,,,,,
158,Portugal,307,Porto,41.1650559,-8.602816,Norte,,https://www.erepublik.com/en/main/region/Brittany,https://www.erepublik.com/en/main/region/Norte,,,Portugal,,,,,,,,,,,,,,,,,,,,,,
159,Portugal,308,Coimbra,40.2065687,-8.4146177,Centro,,"Norte, Lisboa, Alentejo, Castilla y Leon, Extremadura",https://www.erepublik.com/en/main/region/Centro,,,Paraguay,,,,,,,,,,,,,,,,,,,,,,
160,Portugal,309,Evora,38.571431,-7.913502,Alentejo,Iron,"Lisboa, Algarve, Centro, Extremadura, Andalucia, Azores",https://www.erepublik.com/en/main/region/Alentejo,,,Portugal,,,,,,,,,,,,,,,,,,,,,,
161,Portugal,310,Faro,37.0193548,-7.9304397,Algarve,,"Alentejo, Andalucia, Azores",https://www.erepublik.com/en/main/region/Algarve,,,Australia,,,,,,,,,,,,,,,,,,,,,,
162,Portugal,311,Ponta Delgada,37.7422417,-25.67495,Azores,Saltpeter,"Georgia, Algarve, Alentejo, Guayana, North of Brazil, Newfoundland and Labrador, Oriente",https://www.erepublik.com/en/main/region/Azores,,,Portugal,,,,,,,,,,,,,,,,,,,,,,
163,Portugal,312,Funchal,32.6669328,-16.9240554,Madeira,"Grain, Aluminum, Oil, Granite","Canary Islands, Lisboa",https://www.erepublik.com/en/main/region/Madeira,,,Portugal,,,,,,,,,,,,,,,,,,,,,,
166,Spain,14,Madrid,40.4166909,-3.7003454,Madrid,,"Castilla La Mancha, Castilla y Leon",https://www.erepublik.com/en/main/region/Madrid,10.0,1771155428.0,New Zealand,Spain,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870029,32.0,130.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,
167,Spain,80,Sevilla,37.38264,-5.9962951,Andalucia,"Saltpeter, Neodymium, Cobalt","Extremadura, Murcia, Algarve, Alentejo, Castilla La Mancha, Canary Islands",https://www.erepublik.com/en/main/region/Andalucia,8.0,1771152124.0,Spain,Portugal,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870054,10.0,116.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,97.35,0.0,,36.04,0.0,
168,Spain,84,Zaragoza,41.6568307,-0.8799101,Aragon,,"Catalonia, Navarra, Valencian Community, Castilla La Mancha, La Rioja",https://www.erepublik.com/en/main/region/Aragon,6.0,1771155484.0,Pakistan,Spain,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870085,18.0,72.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,
169,Spain,313,Oviedo,43.3602994,-5.844781,Asturias,,"Castilla y Leon, Cantabria, Galicia, Virginia",https://www.erepublik.com/en/main/region/Asturias,7.0,1771155065.0,Spain,Latvia,Belgium,No Allies,https://www.erepublik.com/en/military/battlefield/870068,14.0,94.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,,50.0,0.0,
170,Spain,314,Vitoria Gasteiz,42.8467181,-2.6716351,Basque Country,,"La Rioja, Navarra, Cantabria, Castilla y Leon",https://www.erepublik.com/en/main/region/Basque-Country,2.0,1771150565.0,Poland,Spain,No Allies,Finland,https://www.erepublik.com/en/military/battlefield/870182,5.0,13.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,4.810000000000002,0.0,,23.78,0.0,
171,Spain,315,Santander,43.4609602,-3.8079336,Cantabria,,"Basque Country, Asturias, Castilla y Leon, Virginia",https://www.erepublik.com/en/main/region/Cantabria,6.0,1771150985.0,Ireland,Spain,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870079,17.0,73.0,direct,9.379999999999995,0.0,,0.0,0.0,,50.0,0.0,,100.0,0.0,,36.65,0.0,
173,Spain,317,Valladolid,41.6529434,-4.7283811,Castilla y Leon,,"Asturias, Madrid, La Rioja, Basque Country, Centro, Norte, Extremadura, Cantabria, Galicia, Castilla La Mancha",https://www.erepublik.com/en/main/region/Castilla-Leon,1.0,1771151301.0,Spain,Paraguay,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870235,0.0,0.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,0.0,0.0,,19.200000000000003,0.0,
174,Spain,77,Barcelona,41.387917,2.1699187,Catalonia,,"Aragon, Midi-Pyrenees, Languedoc Roussillon, Valencian Community, Balearic Islands",https://www.erepublik.com/en/main/region/Catalonia,,,Spain,,,,,,,,,,,,,,,,,,,,,,
175,Spain,318,Merida,38.9158586,-6.3456061,Extremadura,,"Andalucia, Castilla La Mancha, Centro, Alentejo, Castilla y Leon",https://www.erepublik.com/en/main/region/Extremadura,7.0,1771149309.0,Philippines,Spain,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870057,33.0,88.0,direct,50.0,0.0,1771154764.0,50.0,0.0,1771154764.0,28.61,0.0,1771154823.0,32.739999999999995,0.0,1771155184.0,27.53,0.0,1771154764.0
176,Spain,319,Santiago de Compostela,42.8804471,-8.5463034,Galicia,,"Asturias, Norte, Castilla y Leon, South Carolina, Georgia",https://www.erepublik.com/en/main/region/Galicia-Spain,7.0,1771151768.0,Latvia,Finland,Poland,Belgium,https://www.erepublik.com/en/military/battlefield/870059,20.0,88.0,direct,0.0,0.0,,50.0,0.0,,50.0,0.0,,41.58,0.0,,42.21,0.0,
177,Spain,79,Murcia,37.9834449,-1.1298897,Murcia,,"Valencian Community, Andalucia, Castilla La Mancha",https://www.erepublik.com/en/main/region/Murcia,,,Finland,,,,,,,,,,,,,,,,,,,,,,
178,Spain,320,Pamplona,42.8179879,-1.6441835,Navarra,,"La Rioja, Basque Country, Aragon, Aquitaine",https://www.erepublik.com/en/main/region/Navarra,,,Armenia,,,,,,,,,,,,,,,,,,,,,,
179,Spain,321,Logrono,42.4656807,-2.4499826,La Rioja,,"Basque Country, Navarra, Castilla y Leon, Aragon",https://www.erepublik.com/en/main/region/La-Rioja,5.0,1771149309.0,Spain,Armenia,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870097,5.0,82.0,direct,50.0,0.0,1771154764.0,0.0,0.0,1771154764.0,99.73,0.0,,38.69,0.0,1771154764.0,37.62,0.0,1771154764.0
180,Spain,322,Valencia,39.4702393,-0.3768049,Valencian Community,,"Murcia, Castilla La Mancha, Aragon, Catalonia, Balearic Islands",https://www.erepublik.com/en/main/region/Valencian,4.0,1771153145.0,Estonia,Pakistan,No Allies,Canada,https://www.erepublik.com/en/military/battlefield/870135,12.0,44.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,26.709999999999994,0.0,,41.78,0.0,
181,Spain,316,Toledo,39.8567775,-4.0244759,Castilla La Mancha,"Grain, Fruits, Cattle","Madrid, Valencian Community, Extremadura, Murcia, Andalucia, Castilla y Leon, Aragon",https://www.erepublik.com/en/main/region/Castilla-La-Mancha,,,Spain,,,,,,,,,,,,,,,,,,,,,,
183,Spain,324,Las Palmas de Gran Canaria,28.1248227,-15.4300065,Canary Islands,"Deer, Aluminum, Oil, Rubber","Madeira, Andalucia, Guayana, North of Brazil, Oriente",https://www.erepublik.com/en/main/region/Canary-Islands,,,Spain,,,,,,,,,,,,,,,,,,,,,,
184,Spain,323,Palma de Mallorca,39.5695059,2.649966,Balearic Islands,,"Sardinia, Catalonia, Valencian Community",https://www.erepublik.com/en/main/region/Balearic-Islands,2.0,1771155189.0,Spain,Estonia,Canada,No Allies,https://www.erepublik.com/en/military/battlefield/870224,0.0,18.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,
185,France,89,Strasbourg,48.583148,7.747882,Alsace,,"Lorraine, Franche-comte, Baden-Wurttemberg, Romandie, Deutschschweiz, Rhineland-Palatinate, Hesse",https://www.erepublik.com/en/main/region/Alsace,,,France,,,,,,,,,,,,,,,,,,,,,,
186,France,95,Bordeaux,44.837789,-0.57918,Aquitaine,Fish,"Midi-Pyrenees, Limousin, Poitou Charentes, Navarra, Maryland, Virginia, North Carolina",https://www.erepublik.com/en/main/region/Aquitaine,,,France,,,,,,,,,,,,,,,,,,,,,,
187,France,92,Clermont-Ferrand,45.777222,3.087025,Auvergne,,"Rhone Alps, Limousin, Burgundy, Loire Valley, Midi-Pyrenees, Languedoc Roussillon",https://www.erepublik.com/en/main/region/Auvergne,2.0,1771153025.0,Egypt,France,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870207,0.0,18.0,direct,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,46.29,0.0,
188,France,90,Rennes,48.113475,-1.675708,Brittany,Fish,"Pays de la Loire, Lower Normandy, New Jersey, Delaware, Nova Scotia, South West of England",https://www.erepublik.com/en/main/region/Brittany,,,France,,,,,,,,,,,,,,,,,,,,,,
189,France,325,Dijon,47.322047,5.04148,Burgundy,,"Franche-comte, Rhone Alps, Champagne Ardenne, Auvergne, Paris Isle of France, Loire Valley",https://www.erepublik.com/en/main/region/Burgundy,2.0,1771152606.0,Czech Republic,Philippines,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870205,0.0,18.0,direct,30.769999999999996,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,37.71,0.0,
190,France,93,Orleans,47.902964,1.909251,Loire Valley,,"Pays de la Loire, Paris Isle of France, Poitou Charentes, Lower Normandy, Auvergne, Burgundy, Limousin, Upper Normandy",https://www.erepublik.com/en/main/region/Loire-Valley,1.0,1771154182.0,France,Brazil,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870257,0.0,0.0,direct,50.0,0.0,,100.0,0.0,,50.0,0.0,,100.0,0.0,,35.06,0.0,
191,France,333,Chalons-en-Champagne,48.956682,4.363073,Champagne Ardenne,,"Lorraine, Picardy, Paris Isle of France, Franche-comte, Burgundy, Wallonia",https://www.erepublik.com/en/main/region/Champagne-Ardenne,5.0,1771150985.0,Philippines,Portugal,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870102,0.0,72.0,direct,50.0,0.0,,50.0,0.0,,99.81,0.0,,100.0,0.0,,39.47,0.0,
192,France,327,Ajaccio,41.919229,8.738635,Corsica,,"Provence Alpes Azur, Tuscany, Sardinia",https://www.erepublik.com/en/main/region/Corsica,,,France,,,,,,,,,,,,,,,,,,,,,,
193,France,328,Besancon,47.237829,6.0240539,Franche-comte,,"Rhone Alps, Burgundy, Alsace, Champagne Ardenne, Romandie, Lorraine",https://www.erepublik.com/en/main/region/Franche-comte,2.0,1771154707.0,France,Czech Republic,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870217,0.0,18.0,direct,33.33,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,,50.0,0.0,
194,France,96,Montpellier,43.610769,3.876716,Languedoc Roussillon,,"Provence Alpes Azur, Midi-Pyrenees, Auvergne, Rhone Alps, Catalonia",https://www.erepublik.com/en/main/region/Languedoc-Roussillon,,,France,,,,,,,,,,,,,,,,,,,,,,
195,France,99,Limoges,45.833619,1.261105,Limousin,,"Aquitaine, Auvergne, Poitou Charentes, Midi-Pyrenees, Loire Valley",https://www.erepublik.com/en/main/region/Limousin,2.0,1771151225.0,Brazil,Egypt,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870187,0.0,18.0,direct,50.0,0.0,,0.0,0.0,,50.0,0.0,,50.0,0.0,,48.38,0.0,
196,France,329,Metz,49.119666,6.176905,Lorraine,,"Alsace, Champagne Ardenne, Saarland, Franche-comte, Rhineland-Palatinate, Hesse",https://www.erepublik.com/en/main/region/Lorraine,,,Croatia,,,,,,,,,,,,,,,,,,,,,,
197,France,330,Caen,49.182863,-0.370679,Lower Normandy,,"Upper Normandy, Brittany, Pays de la Loire, Loire Valley, South East of England, South West of England",https://www.erepublik.com/en/main/region/Lower-Normandy,,,France,,,,,,,,,,,,,,,,,,,,,,
198,France,101,Toulouse,43.604652,1.444209,Midi-Pyrenees,"Grain, Fruits, Cattle, Deer","Aquitaine, Languedoc Roussillon, Catalonia, Auvergne, Limousin",https://www.erepublik.com/en/main/region/Midi-Pyrenees,,,France,,,,,,,,,,,,,,,,,,,,,,
199,France,10,Paris,48.856614,2.3522219,Paris Isle of France,Wood,"Loire Valley, Upper Normandy, Picardy, Champagne Ardenne, Burgundy",https://www.erepublik.com/en/main/region/Paris-Isle-of-France,7.0,1771152184.0,Ireland,Portugal,No Allies,No Allies,https://www.erepublik.com/en/military/battlefield/870067,17.0,91.0,direct,50.0,0.0,,0.0,0.0,,99.94,0.0,,100.0,0.0,,100.0,0.0,
200,France,85,Nantes,47.218371,-1.553621,Pays de la Loire,Cattle,"Loire Valley, Brittany, Poitou Charentes, Lower Normandy, New Jersey, Delaware, Nova Scotia",https://www.erepublik.com/en/main/region/Pays-de-la-Loire,2.0,1771150985.0,Argentina,Poland,Finland,No Allies,https://www.erepublik.com/en/military/battlefield/870170,0.0,18.0,direct,39.81,0.0,,50.0,0.0,,50.0,0.0,,32.91,0.0,,8.819999999999993,0.0,
201,France,331,Amiens,49.894067,2.295753,Picardy,,"Paris Isle of France, North Calais, Upper Normandy, Champagne Ardenne, South East of England",https://www.erepublik.com/en/main/region/Picardy,,,Portugal,,,,,,,,,,,,,,,,,,,,,,
202,France,332,Poitiers,46.580224,0.340375,Poitou Charentes,,"Pays de la Loire, Loire Valley, Limousin, Aquitaine, Maryland",https://www.erepublik.com/en/main/region/Poitou-Charentes,,,France,,,,,,,,,,,,,,,,,,,,,,
