region id,original country,city id,city,lat,lon,region,resources,neighbours,region link
179,Spain,321,Logrono,42.4656807,-2.4499826,La Rioja,,"Basque Country, Navarra, Castilla y Leon, Aragon",https://www.erepublik.com/en/main/region/La-Rioja
180,Spain,322,Valencia,39.4702393,-0.3768049,Valencian Community,,"Murcia, Castilla La Mancha, Aragon, Catalonia, Balearic Islands",https://www.erepublik.com/en/main/region/Valencian
181,Spain,316,Toledo,39.8567775,-4.0244759,Castilla La Mancha,"Grain, Fruits, Cattle","Madrid, Valencian Community, Extremadura, Murcia, Andalucia, Castilla y Leon, Aragon",https://www.erepublik.com/en/main/region/Castilla-La-Mancha
183,Spain,324,Las Palmas de Gran Canaria,28.1248227,-15.4300065,Canary Islands,"Deer, Aluminum, Oil, Rubber","Madeira, Andalucia, Guayana, North of Brazil, Oriente",https://www.erepublik.com/en/main/region/Canary-Islands
184,Spain,323,Palma de Mallorca,39.5695059,2.649966,Balearic Islands,,"Sardinia, Catalonia, Valencian Community",https://www.erepublik.com/en/main/region/Balearic-Islands
185,France,89,Strasbourg,48.583148,7.747882,Alsace,,"Lorraine, Franche-comte, Baden-Wurttemberg, Romandie, Deutschschweiz, Rhineland-Palatinate, Hesse",https://www.erepublik.com/en/main/region/Alsace
186,France,95,Bordeaux,44.837789,-0.57918,Aquitaine,Fish,"Midi-Pyrenees, Limousin, Poitou Charentes, Navarra, Maryland, Virginia, North Carolina",https://www.erepublik.com/en/main/region/Aquitaine
187,France,92,Clermont-Ferrand,45.777222,3.087025,Auvergne,,"Rhone Alps, Limousin, Burgundy, Loire Valley, Midi-Pyrenees, Languedoc Roussillon",https://www.erepublik.com/en/main/region/Auvergne
188,France,90,Rennes,48.113475,-1.675708,Brittany,Fish,"Pays de la Loire, Lower Normandy, New Jersey, Delaware, Nova Scotia, South West of England",https://www.erepublik.com/en/main/region/Brittany
189,France,325,Dijon,47.322047,5.04148,Burgundy,,"Franche-comte, Rhone Alps, Champagne Ardenne, Auvergne, Paris Isle of France, Loire Valley",https://www.erepublik.com/en/main/region/Burgundy
190,France,93,Orleans,47.902964,1.909251,Loire Valley,,"Pays de la Loire, Paris Isle of France, Poitou Charentes, Lower Normandy, Auvergne, Burgundy, Limousin, Upper Normandy",https://www.erepublik.com/en/main/region/Loire-Valley
191,France,333,Chalons-en-Champagne,48.956682,4.363073,Champagne Ardenne,,"Lorraine, Picardy, Paris Isle of France, Franche-comte, Burgundy, Wallonia",https://www.erepublik.com/en/main/region/Champagne-Ardenne
192,France,327,Ajaccio,41.919229,8.738635,Corsica,,"Provence Alpes Azur, Tuscany, Sardinia",https://www.erepublik.com/en/main/region/Corsica
193,France,328,Besancon,47.237829,6.0240539,Franche-comte,,"Rhone Alps, Burgundy, Alsace, Champagne Ardenne, Romandie, Lorraine",https://www.erepublik.com/en/main/region/Franche-comte
194,France,96,Montpellier,43.610769,3.876716,Languedoc Roussillon,,"Provence Alpes Azur, Midi-Pyrenees, Auvergne, Rhone Alps, Catalonia",https://www.erepublik.com/en/main/region/Languedoc-Roussillon
195,France,99,Limoges,45.833619,1.261105,Limousin,,"Aquitaine, Auvergne, Poitou Charentes, Midi-Pyrenees, Loire Valley",https://www.erepublik.com/en/main/region/Limousin
196,France,329,Metz,49.119666,6.176905,Lorraine,,"Alsace, Champagne Ardenne, Saarland, Franche-comte, Rhineland-Palatinate, Hesse",https://www.erepublik.com/en/main/region/Lorraine
197,France,330,Caen,49.182863,-0.370679,Lower Normandy,,"Upper Normandy, Brittany, Pays de la Loire, Loire Valley, South East of England, South West of England",https://www.erepublik.com/en/main/region/Lower-Normandy
198,France,101,Toulouse,43.604652,1.444209,Midi-Pyrenees,"Grain, Fruits, Cattle, Deer","Aquitaine, Languedoc Roussillon, Catalonia, Auvergne, Limousin",https://www.erepublik.com/en/main/region/Midi-Pyrenees
199,France,10,Paris,48.856614,2.3522219,Paris Isle of France,Wood,"Loire Valley, Upper Normandy, Picardy, Champagne Ardenne, Burgundy",https://www.erepublik.com/en/main/region/Paris-Isle-of-France
200,France,85,Nantes,47.218371,-1.553621,Pays de la Loire,Cattle,"Loire Valley, Brittany, Poitou Charentes, Lower Normandy, New Jersey, Delaware, Nova Scotia",https://www.erepublik.com/en/main/region/Pays-de-la-Loire
201,France,331,Amiens,49.894067,2.295753,Picardy,,"Paris Isle of France, North Calais, Upper Normandy, Champagne Ardenne, South East of England",https://www.erepublik.com/en/main/region/Picardy
202,France,332,Poitiers,46.580224,0.340375,Poitou Charentes,,"Pays de la Loire, Loire Valley, Limousin, Aquitaine, Maryland",https://www.erepublik.com/en/main/region/Poitou-Charentes
203,France,97,Marseille,43.296482,5.36978,Provence Alpes Azur,,"Languedoc Roussillon, Rhone Alps, Piedmont, Liguria, Corsica",https://www.erepublik.com/en/main/region/Provence-Alpes-Azur
204,France,88,Lyon,45.764043,4.835659,Rhone Alps,,"Auvergne, Franche-comte, Burgundy, Romandie, Aosta Valley, Piedmont, Provence Alpes Azur, Languedoc Roussillon",https://www.erepublik.com/en/main/region/Rhone-Alps
205,France,102,Rouen,49.443232,1.099971,Upper Normandy,,"Paris Isle of France, Picardy, Lower Normandy, Loire Valley, South East of England",https://www.erepublik.com/en/main/region/Upper-Normandy
207,France,86,Lille,50.62925,3.057256,North Calais,,"Picardy, Flanders, Wallonia, South East of England",https://www.erepublik.com/en/main/region/North-Calais
208,Ireland,334,Dublin,53.3494426,-6.2600825,Dublin,,"Louth, Wexford, Wales, Shannon",https://www.erepublik.com/en/main/region/Dublin
209,Ireland,335,Cork,51.8968917,-8.4863157,Cork,"Fish, Cattle, Wolfram","Shannon, Wexford, Maine, Massachusetts, Rhode Island, Connecticut, New York, Newfoundland and Labrador",https://www.erepublik.com/en/main/region/Cork
210,Ireland,336,Limerick,52.6652,-8.6238,Shannon,"Fruits, Sand, Clay, Magnesium","Cork, Mayo, Wexford, Louth, Northern Ireland, Maine, Massachusetts, Rhode Island, Connecticut, New York, Newfoundland and Labrador, Dublin",https://www.erepublik.com/en/main/region/Shannon
212,Ireland,337,Castlebar,53.8608,-9.2988,Mayo,Wood,"Shannon, Northern Ireland, Newfoundland and Labrador",https://www.erepublik.com/en/main/region/Mayo
213,Ireland,338,Waterford,52.2527291,-7.1256084,Wexford,,"Cork, Shannon, Dublin, Louth, Wales",https://www.erepublik.com/en/main/region/Wexford
215,Ireland,339,Dundalk,53.9979451,-6.405957,Louth,,"Dublin, Wexford, Shannon, Northern Ireland",https://www.erepublik.com/en/main/region/Louth
216,United Kingdom,133,London,51.5073346,-0.1276831,London,,"South East of England, East of England",https://www.erepublik.com/en/main/region/London
217,United Kingdom,141,Edinburgh,55.953252,-3.188267,Scotland,"Iron, Aluminum","North East of England, North West of England, Newfoundland and Labrador, Nordjylland, Vestlandet, Sorlandet, Northern Ireland",https://www.erepublik.com/en/main/region/Scotland
218,United Kingdom,139,Cardiff,51.481581,-3.17909,Wales,,"West Midlands, North West of England, Maine, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Newfoundland and Labrador, Wexford, Dublin",https://www.erepublik.com/en/main/region/Wales
219,United Kingdom,140,Belfast,54.5974433,-5.9340683,Northern Ireland,,"Louth, Mayo, Shannon, Scotland",https://www.erepublik.com/en/main/region/Northern-Ireland
220,United Kingdom,340,Oxford,51.751724,-1.255285,South East of England,,"London, South West of England, West Midlands, East Midlands, East of England, North Calais, Picardy, Upper Normandy, Lower Normandy, Flanders",https://www.erepublik.com/en/main/region/South-East-of-England
221,United Kingdom,137,Bristol,51.454513,-2.58791,South West of England,,"West Midlands, South East of England, Maine, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Newfoundland and Labrador, Brittany, Lower Normandy",https://www.erepublik.com/en/main/region/South-West-of-England
222,United Kingdom,341,Nottingham,52.9547832,-1.1581086,East Midlands,,"East of England, North West of England, West Midlands, Yorkshire & Humberside, South East of England",https://www.erepublik.com/en/main/region/East-Midlands
223,United Kingdom,135,Birmingham,52.486243,-1.890401,West Midlands,,"Wales, South West of England, North West of England, South East of England, East Midlands",https://www.erepublik.com/en/main/region/West-Midlands
224,United Kingdom,342,Norwich,52.6308859,1.297355,East of England,,"London, East Midlands, South East of England, Flanders, Southern Netherlands",https://www.erepublik.com/en/main/region/East-of-England
225,United Kingdom,343,Leeds,53.801279,-1.548567,Yorkshire & Humberside,"Fish, Fruits, Cattle, Iron","North West of England, North East of England, East Midlands",https://www.erepublik.com/en/main/region/Yorkshire-Humberside
226,United Kingdom,344,Newcastle upon Tyne,54.978252,-1.61778,North East of England,"Grain, Fish, Sand, Wood","Yorkshire & Humberside, Scotland, North West of England, Midtjylland",https://www.erepublik.com/en/main/region/North-East-of-England
227,United Kingdom,345,Manchester,53.466667,-2.233333,North West of England,,"Yorkshire & Humberside, East Midlands, West Midlands, Wales, Scotland, North East of England",https://www.erepublik.com/en/main/region/North-West-of-England
228,Belgium,145,Brussels,50.8503396,4.3517103,Brussels,"Fish, Fruits, Cattle, Wolfram","Wallonia, Flanders",https://www.erepublik.com/en/main/region/Brussels
229,Belgium,346,Antwerp,51.2192159,4.4028818,Flanders,"Oil, Clay","Brussels, Southern Netherlands, Wallonia, North Calais, South East of England, East of England",https://www.erepublik.com/en/main/region/Flanders
230,Belgium,148,Namur,50.465328,4.867665,Wallonia,"Iron, Aluminum, Magnesium, Titanium","Brussels, Rhineland-Palatinate, Southern Netherlands, Flanders, Champagne Ardenne, North Calais, North Rhine-Westphalia",https://www.erepublik.com/en/main/region/Wallonia
231,Denmark,347,Copenhagen,55.67594,12.56553,Hovedstaden,,"Sjaelland, Scania",https://www.erepublik.com/en/main/region/Hovedstaden
232,Denmark,348,Viborg,56.452027,9.396347,Midtjylland,Fruits,"Nordjylland, Syddanmark, North East of England, Sjaelland, Bohus",https://www.erepublik.com/en/main/region/Midtjylland
233,Denmark,349,Aalborg,57.028811,9.917771,Nordjylland,,"Midtjylland, Scotland, Scania, Bohus, Ostlandet, Sorlandet",https://www.erepublik.com/en/main/region/Nordjylland
235,Denmark,350,Soro,55.442645,11.5609369,Sjaelland,Sand,"Hovedstaden, Syddanmark, Scania, Midtjylland",https://www.erepublik.com/en/main/region/Sjaelland
236,Denmark,351,Vejle,55.7113112,9.5363541,Syddanmark,,"Midtjylland, Sjaelland, Schleswig-Holstein and Hamburg",https://www.erepublik.com/en/main/region/Syddanmark
237,Finland,233,Helsinki,60.169845,24.9385508,Southern Finland,,"Western Finland, Eastern Finland, Leningrad Oblast, Pohja-Eesti",https://www.erepublik.com/en/main/region/Southern-Finland
238,Finland,352,Turku,60.449249,22.259239,Western Finland,"Fruits, Cattle","Southern Finland, Aland, Eastern Finland, Oulu",https://www.erepublik.com/en/main/region/Western-Finland
239,Finland,353,Mikkeli,61.6858074,27.2734876,Eastern Finland,,"Southern Finland, Northern Russia, Western Finland, Oulu, Leningrad Oblast",https://www.erepublik.com/en/main/region/Eastern-Finland
240,Finland,354,Oulu,65.0126148,25.4714526,Oulu,"Grain, Deer, Iron, Titanium","Lapland, Northern Russia, Eastern Finland, Western Finland",https://www.erepublik.com/en/main/region/Oulu
241,Finland,355,Rovaniemi,66.4970216,25.724999,Lapland,"Saltpeter, Aluminum, Oil, Rubber","Oulu, Northern Russia, Nord-Norge, Norrland and Sameland",https://www.erepublik.com/en/main/region/Lapland
242,Finland,356,Mariehamn,60.0970945,19.9348339,Aland,,Western Finland,https://www.erepublik.com/en/main/region/Aland
243,Germany,161,Stuttgart,48.7754181,9.1817588,Baden-Wurttemberg,"Grain, Fish, Fruits, Cattle","Bavaria, Alsace, Hesse, Deutschschweiz",https://www.erepublik.com/en/main/region/Baden-Wurttemberg
244,Germany,164,Munich,48.1366069,11.5770851,Bavaria,,"Baden-Wurttemberg, Salzburg, Tyrol, Upper Austria, Vorarlberg, Southern Bohemia, Saxony, Thuringia, Hesse, Lower Saxony and Bremen, Deutschschweiz",https://www.erepublik.com/en/main/region/Bavaria
246,Germany,11,Berlin,52.519171,13.4060912,Brandenburg and Berlin,"Fish, Fruits","Saxony, Saxony-Anhalt, Mecklenburg-Western Pomerania, Great Poland, Silesia, Pomerania",https://www.erepublik.com/en/main/region/Brandenburg-and-Berlin
249,Germany,358,Wiesbaden,50.0630804,8.2433437,Hesse,,"North Rhine-Westphalia, Rhineland-Palatinate, Lower Saxony and Bremen, Bavaria, Baden-Wurttemberg, Alsace, Lorraine",https://www.erepublik.com/en/main/region/Hesse
250,Germany,359,Schwerin,53.6324347,11.4128898,Mecklenburg-Western Pomerania,"Fish, Fruits","Schleswig-Holstein and Hamburg, Brandenburg and Berlin, Pomerania, Scania, Saxony-Anhalt",https://www.erepublik.com/en/main/region/Mecklenburg
251,Germany,166,Bremen,53.0792962,8.8016937,Lower Saxony and Bremen,,"Schleswig-Holstein and Hamburg, Northern Netherlands, Saxony-Anhalt, Thuringia, Hesse, North Rhine-Westphalia, Eastern Netherlands",https://www.erepublik.com/en/main/region/Lower-Saxony-and-Bremen
252,Germany,361,Dusseldorf,51.2277411,6.7734556,North Rhine-Westphalia,,"Hesse, Southern Netherlands, Lower Saxony and Bremen, Rhineland-Palatinate, Wallonia, Eastern Netherlands",https://www.erepublik.com/en/main/region/North-Rhine-Westphalia
253,Germany,362,Mainz,49.9928617,8.2472526,Rhineland-Palatinate,,"Hesse, Saarland, Wallonia, Lorraine, Alsace, North Rhine-Westphalia",https://www.erepublik.com/en/main/region/Rhineland-Palatinate
254,Germany,363,Saarbrucken,49.2401572,6.9969327,Saarland,,"Rhineland-Palatinate, Lorraine",https://www.erepublik.com/en/main/region/Saarland
255,Germany,165,Dresden,51.0504088,13.7372621,Saxony,,"Brandenburg and Berlin, Saxony-Anhalt, Thuringia, Northern Bohemia, Southern Bohemia, Bavaria, Silesia",https://www.erepublik.com/en/main/region/Saxony
256,Germany,364,Magdeburg,52.130807,11.628878,Saxony-Anhalt,,"Saxony, Thuringia, Brandenburg and Berlin, Lower Saxony and Bremen, Schleswig-Holstein and Hamburg, Mecklenburg-Western Pomerania",https://www.erepublik.com/en/main/region/Saxony-Anhalt
257,Germany,167,Hamburg,53.5510846,9.9936818,Schleswig-Holstein and Hamburg,Wood,"Lower Saxony and Bremen, Mecklenburg-Western Pomerania, Syddanmark, Saxony-Anhalt",https://www.erepublik.com/en/main/region/Schleswig-Holstein-and-Hamburg
258,Germany,366,Erfurt,50.9847679,11.0298799,Thuringia,,"Saxony, Saxony-Anhalt, Lower Saxony and Bremen, Bavaria",https://www.erepublik.com/en/main/region/Thuringia
259,Italy,367,L'Aquila,42.3498479,13.3995091,Abruzzo,,"Marche, Lazio, Molise",https://www.erepublik.com/en/main/region/Abruzzo
260,Italy,368,Aosta,45.7349445,7.3130718,Aosta Valley,,"Piedmont, Rhone Alps, Romandie",https://www.erepublik.com/en/main/region/Aosta-Valley
261,Italy,369,Bari,41.1171432,16.8718715,Apulia,,"Basilicata, Molise, Campania, Ionian Islands, Montenegrin Coast, South Dalmatia, Albanian Coast",https://www.erepublik.com/en/main/region/Apulia
262,Italy,370,Potenza,40.6404067,15.8056041,Basilicata,,"Apulia, Calabria, Campania",https://www.erepublik.com/en/main/region/Basilicata
263,Italy,371,Catanzaro,38.9097919,16.5876516,Calabria,,"Sicily, Basilicata",https://www.erepublik.com/en/main/region/Calabria
264,Italy,109,Naples,40.8517746,14.2681244,Campania,,"Lazio, Molise, Basilicata, Apulia",https://www.erepublik.com/en/main/region/Campania
265,Italy,110,Bologna,44.494887,11.3426163,Emilia-Romagna,,"Tuscany, Veneto, Liguria, Marche, Lombardy, Piedmont",https://www.erepublik.com/en/main/region/Emilia-Romagna
266,Italy,372,Trieste,45.6495354,13.7779716,Friuli-Venezia Giulia,,"Veneto, Carinthia, Slovenian Littoral",https://www.erepublik.com/en/main/region/Friuli-Venezia-Giulia
267,Italy,13,Rome,41.9015141,12.4607737,Lazio,Sand,"Campania, Abruzzo, Umbria, Molise, Marche, Tuscany, Sardinia",https://www.erepublik.com/en/main/region/Lazio
268,Italy,373,Genoa,44.4056499,8.946256,Liguria,,"Emilia-Romagna, Piedmont, Provence Alpes Azur, Tuscany",https://www.erepublik.com/en/main/region/Liguria
269,Italy,103,Milan,45.4654542,9.186516,Lombardy,,"Piedmont, Trentino-South Tyrol, Emilia-Romagna, Veneto, Graubunden, Svizzera italiana",https://www.erepublik.com/en/main/region/Lombardy
270,Italy,374,Ancona,43.6158299,13.518915,Marche,,"Tuscany, Umbria, Abruzzo, Emilia-Romagna, Lazio",https://www.erepublik.com/en/main/region/Marche
271,Italy,375,Campobasso,41.5602544,14.6627161,Molise,,"Abruzzo, Campania, Apulia, Lazio",https://www.erepublik.com/en/main/region/Molise
272,Italy,111,Turin,45.0629022,7.6784897,Piedmont,,"Lombardy, Aosta Valley, Liguria, Rhone Alps, Provence Alpes Azur, Emilia-Romagna, Deutschschweiz, Svizzera italiana, Romandie",https://www.erepublik.com/en/main/region/Piedmont
273,Italy,108,Cagliari,39.2238411,9.1216613,Sardinia,"Grain, Fruits, Cattle","Corsica, Lazio, Sicily, Balearic Islands",https://www.erepublik.com/en/main/region/Sardinia
274,Italy,107,Palermo,38.1156879,13.3612671,Sicily,"Deer, Clay, Wood, Cobalt","Calabria, Sardinia",https://www.erepublik.com/en/main/region/Sicily
275,Italy,376,Trento,46.0696924,11.1210886,Trentino-South Tyrol,,"Lombardy, Veneto, Salzburg, Tyrol, Graubunden",https://www.erepublik.com/en/main/region/Trentino-South-Tyrol
276,Italy,106,Florence,43.7710332,11.2480006,Tuscany,,"Emilia-Romagna, Marche, Umbria, Liguria, Lazio, Corsica",https://www.erepublik.com/en/main/region/Tuscany
277,Italy,377,Perugia,43.1107168,12.3908279,Umbria,,"Marche, Tuscany, Lazio",https://www.erepublik.com/en/main/region/Umbria
278,Italy,105,Venice,45.4408474,12.3155151,Veneto,,"Emilia-Romagna, Trentino-South Tyrol, Friuli-Venezia Giulia, Salzburg, Lombardy",https://www.erepublik.com/en/main/region/Veneto
291,Norway,385,Tromso,69.6492047,18.9553238,Nord-Norge,"Fish, Fruits, Cobalt, Wolfram","Trondelag, Lapland, Norrland and Sameland, Northern Russia, Svalbard & Jan Mayen",https://www.erepublik.com/en/main/region/Nord-Norge
292,Norway,386,Kristiansand,58.150937,7.9961926,Sorlandet,,"Vestlandet, Ostlandet, Scotland, Nordjylland",https://www.erepublik.com/en/main/region/Sorlandet
293,Norway,387,Trondheim,63.4305149,10.3950528,Trondelag,,"Ostlandet, Nord-Norge, Jamtland Harjedalen, Vestlandet, Svealand",https://www.erepublik.com/en/main/region/Trondelag
294,Norway,388,Bergen,60.3912628,5.3220544,Vestlandet,,"Ostlandet, Sorlandet, Trondelag, Scotland, Northern Netherlands",https://www.erepublik.com/en/main/region/Vestlandet
295,Norway,230,Oslo,59.9138688,10.7522454,Ostlandet,,"Vestlandet, Sorlandet, Trondelag, Svealand, Gotaland, Bohus, Nordjylland, Jamtland Harjedalen",https://www.erepublik.com/en/main/region/Ostlandet
306,Poland,398,Gdansk,54.3520252,18.6466384,Pomerania,"Iron, Saltpeter, Aluminum, Oil","Mazuria, Great Poland, Brandenburg and Berlin, Mecklenburg-Western Pomerania, Mazovia, Kaliningrad, Scania",https://www.erepublik.com/en/main/region/Pomerania
307,Poland,393,Wroclaw,51.1078852,17.0385376,Silesia,"Grain, Cattle","Great Poland, Little Poland, Northern Bohemia, Moravia, Brandenburg and Berlin, Saxony, Mazovia",https://www.erepublik.com/en/main/region/Silesia
312,Slovakia,232,Bratislava,48.1462386,17.1072618,Bratislava,"Fish, Fruits, Cattle","Western Slovakia, Western Transdanubia, Lower Austria, Burgenland",https://www.erepublik.com/en/main/region/Bratislava
315,Slovakia,406,Nitra,48.3098916,18.0858758,Western Slovakia,"Sand, Magnesium, Titanium","Bratislava, Central Slovakia, Lower Austria, Moravia, Central Hungary, Western Transdanubia, Central Transdanubia",https://www.erepublik.com/en/main/region/Western-Slovakia
316,Slovakia,407,Zilina,49.2195481,18.7412735,Central Slovakia,Fish,"Eastern Slovakia, Western Slovakia, Little Poland, Moravia, Northern Hungary",https://www.erepublik.com/en/main/region/Central-Slovakia
319,Slovakia,410,Kosice,48.7222588,21.2569865,Eastern Slovakia,,"Central Slovakia, Subcarpathia, Northern Hungary, Little Poland",https://www.erepublik.com/en/main/region/Eastern-Slovakia
320,Sweden,227,Stockholm,59.32893,18.06491,Svealand,"Iron, Aluminum, Oil","Gotaland, Ostlandet, Trondelag, Jamtland Harjedalen, Norrland and Sameland, Gotland",https://www.erepublik.com/en/main/region/Svealand
321,Sweden,411,Umea,63.8258471,20.2630354,Norrland and Sameland,"Sand, Clay, Wood","Jamtland Harjedalen, Lapland, Nord-Norge, Svealand",https://www.erepublik.com/en/main/region/Norrland-Sameland
322,Sweden,412,Ostersund,63.1766832,14.6360681,Jamtland Harjedalen,,"Norrland and Sameland, Trondelag, Svealand, Ostlandet",https://www.erepublik.com/en/main/region/Jamtland-Harjedalen
323,Sweden,414,Goteborg,57.70887,11.97456,Bohus,,"Scania, Ostlandet, Gotaland, Nordjylland, Midtjylland",https://www.erepublik.com/en/main/region/Bohus
324,Sweden,415,Malmo,55.604981,13.003822,Scania,,"Bohus, Smaland, Gotaland, Hovedstaden, Nordjylland, Mecklenburg-Western Pomerania, Sjaelland, Lithuania Minor, Pomerania",https://www.erepublik.com/en/main/region/Scania
325,Sweden,416,Orebro,59.2752626,15.2134105,Gotaland,"Grain, Fish, Fruits, Cattle","Svealand, Smaland, Ostlandet, Bohus, Scania, Gotland",https://www.erepublik.com/en/main/region/Gotaland
326,Sweden,417,Jonkoping,57.7826137,14.1617876,Smaland,,"Scania, Gotaland, Gotland",https://www.erepublik.com/en/main/region/Smaland
328,Australia,243,Canberra,-35.3082355,149.1242241,New South Wales,,"South Australia, Victoria, Queensland, Auckland",https://www.erepublik.com/en/main/region/New-South-Wales
329,Australia,419,Brisbane,-27.4710107,153.0234489,Queensland,,"Northern Territory, Papua, South Australia, New South Wales, Chimor",https://www.erepublik.com/en/main/region/Queensland
330,Australia,420,Adelaide,-34.9286212,138.5999594,South Australia,"Grain, Deer, Neodymium","New South Wales, Victoria, Western Australia, Queensland, Northern Territory, Tasmania",https://www.erepublik.com/en/main/region/South-Australia
331,Australia,421,Hobart,-42.8819032,147.3238148,Tasmania,"Fish, Fruits, Cattle, Deer","Victoria, South Australia, Canterbury, Otago",https://www.erepublik.com/en/main/region/Tasmania
332,Australia,422,Melbourne,-37.8113667,144.9718286,Victoria,Magnesium,"South Australia, New South Wales, Tasmania, Canterbury",https://www.erepublik.com/en/main/region/Victoria
333,Australia,423,Perth,-31.932854,115.86194,Western Australia,Sand,"South Australia, KwaZulu Natal, Eastern Cape, Lesser Sunda Islands, Java, Northern Territory",https://www.erepublik.com/en/main/region/Western-Australia
334,Australia,424,Darwin,-12.4628198,130.8417694,Northern Territory,,"Queensland, Papua, Maluku islands, Lesser Sunda Islands, Western Australia, South Australia",https://www.erepublik.com/en/main/region/Northern-Territory
336,Switzerland,143,Bern,46.9479222,7.4446085,Deutschschweiz,"Iron, Aluminum, Sand","Romandie, Vorarlberg, Alsace, Baden-Wurttemberg, Piedmont, Svizzera italiana, Graubunden, Bavaria",https://www.erepublik.com/en/main/region/Deutschschweiz
337,Switzerland,157,Geneva,46.1983922,6.1422961,Romandie,"Magnesium, Titanium, Wolfram","Deutschschweiz, Rhone Alps, Franche-comte, Alsace, Aosta Valley, Piedmont",https://www.erepublik.com/en/main/region/Romandie
338,Switzerland,158,Bellinzona,46.1984944,9.0269178,Svizzera italiana,,"Lombardy, Piedmont, Deutschschweiz, Graubunden",https://www.erepublik.com/en/main/region/Svizzera-italiana
339,Switzerland,159,Chur,46.8572621,9.5267305,Graubunden,"Fish, Fruits, Cattle","Tyrol, Vorarlberg, Lombardy, Trentino-South Tyrol, Deutschschweiz, Svizzera italiana",https://www.erepublik.com/en/main/region/Graubunden
340,Austria,425,Eisenstadt,47.84637,16.52796,Burgenland,,"Lower Austria, Styria, Western Transdanubia, Bratislava, Prekmurje",https://www.erepublik.com/en/main/region/Burgenland
341,Austria,426,Klagenfurt,46.62794,14.30899,Carinthia,,"Styria, Salzburg, Friuli-Venezia Giulia, Slovenian Littoral, Upper Carniola, Styria and Carinthia",https://www.erepublik.com/en/main/region/Carinthia
342,Austria,228,Vienna,48.2081743,16.3738189,Lower Austria,,"Burgenland, Styria, Upper Austria, Bratislava, Moravia, Southern Bohemia, Western Slovakia",https://www.erepublik.com/en/main/region/Lower-Austria
343,Austria,428,Linz,48.30694,14.28583,Upper Austria,"Sand, Clay, Wood","Salzburg, Lower Austria, Styria, Bavaria, Southern Bohemia",https://www.erepublik.com/en/main/region/Upper-Austria
344,Austria,429,Salzburg,47.80949,13.05501,Salzburg,,"Tyrol, Upper Austria, Carinthia, Bavaria, Veneto, Trentino-South Tyrol, Styria",https://www.erepublik.com/en/main/region/Salzburg
345,Austria,430,Graz,47.070714,15.439504,Styria,"Magnesium, Titanium","Burgenland, Carinthia, Lower Austria, Upper Austria, Salzburg, Styria and Carinthia",https://www.erepublik.com/en/main/region/Styria
346,Austria,431,Innsbruck,47.2692124,11.4041024,Tyrol,Cattle,"Vorarlberg, Salzburg, Graubunden, Trentino-South Tyrol, Bavaria",https://www.erepublik.com/en/main/region/Tyrol
347,Austria,432,Bregenz,47.50075,9.74231,Vorarlberg,"Fish, Fruits, Cattle, Sand","Tyrol, Bavaria, Deutschschweiz, Graubunden",https://www.erepublik.com/en/main/region/Vorarlberg
349,Bulgaria,437,Burgas,42.4976779,27.4700254,Burgas,,"Varna, Marmara, Ruse, Plovdiv, Black Sea Coast of Turkey",https://www.erepublik.com/en/main/region/Burgas
352,Bulgaria,433,Vidin,43.9937135,22.8764136,Vidin,"Iron, Aluminum","Sofia, Oltenia, Ruse, Eastern Serbia, Southern Serbia",https://www.erepublik.com/en/main/region/Vidin
353,Bulgaria,439,Plovdiv,42.1438409,24.7495615,Plovdiv,,"Sofia, Burgas, Ruse, Marmara, Thrace",https://www.erepublik.com/en/main/region/Plovdiv
355,Bulgaria,236,Sofia,42.6964917,23.3260106,Sofia,,"Vidin, Plovdiv, Ruse, Thrace, Macedonia, Southern Serbia, Eastern Macedonia",https://www.erepublik.com/en/main/region/Sofia
356,Bulgaria,436,Varna,43.2166452,27.9118058,Varna,"Grain, Fish, Fruits, Cattle","Burgas, Ruse, Muntenia, Dobrogea, Taurida, Black Sea Coast of Turkey",https://www.erepublik.com/en/main/region/Varna
358,Bulgaria,435,Ruse,43.8495786,25.9552292,Ruse,"Magnesium, Titanium, Wolfram","Varna, Muntenia, Oltenia, Burgas, Plovdiv, Vidin, Sofia",https://www.erepublik.com/en/main/region/Ruse
361,China,440,Hefei,31.821448,117.227271,Anhui,,"Zhejiang, Jiangsu, Hubei, Jiangxi, Shanghai, Henan, Hunan",https://www.erepublik.com/en/main/region/Anhui
362,China,441,Fuzhou,26.074508,119.296494,Fujian,,"Zhejiang, Jiangxi, Guangdong, Kyushu, Northern Taiwan, Central Taiwan",https://www.erepublik.com/en/main/region/Fujian
363,China,442,Lanzhou,36.05639,103.79222,Gansu,,"Sichuan, Shaanxi, Qinghai, Ningxia, Inner Mongolia, Xinjiang",https://www.erepublik.com/en/main/region/Gansu
364,China,443,Guangzhou,23.129163,113.264435,Guangdong,,"Hunan, Fujian, Jiangxi, Hainan, Guangxi, Luzon, Southern Taiwan",https://www.erepublik.com/en/main/region/Guangdong
368,China,447,Harbin,45.803775,126.534967,Heilongjiang,,"Jilin, Far Eastern Russia, Inner Mongolia",https://www.erepublik.com/en/main/region/Heilongjiang
